"FileName","Drive_#","Access_Mode","Size","Last_Access","Last_Modify","Created"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wilangid.vbs","2","33206","7448","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wilstprd.vbs","2","33206","7637","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wilstscr.vbs","2","33206","2467","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wilstxfm.vbs","2","33206","4178","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wimakcab.vbs","2","33206","12573","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wimerge.vbs","2","33206","3098","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wipolicy.vbs","2","33206","8505","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wirunsql.vbs","2","33206","3125","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wistream.vbs","2","33206","4813","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wisubstg.vbs","2","33206","4605","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\wisuminf.vbs","2","33206","6401","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\witextin.vbs","2","33206","3808","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
"C:\Program Files (x86)\Windows Kits\8.0\bin\x86\witoansi.vbs","2","33206","1989","2016/01/08 23:21:13","2012/07/06 12:52:58","2012/07/06 12:52:58"
